Object ID,Area,Perimeter,Bounding-box X,Bounding-box Y,Width,Height,Centroid X,Centroid Y,Aspect Ratio,Color,Shape
1,773985.5,3729.92,0,0,1080,720,539,360,1.5,White,Rectangle
